compound name,smiles,[-CH3],[-CH2-],[>CH-],[>C<],(-CH2-)R,(>CH-)R,(>C<)R,[=CH2],[=CH-],[=C<],(=CH-)R,(=C<)R,aCHa,saCa,aaCa,[-OH](alcohol),[-OH](phenol),[-O-],(-O-)R,[>C=O],(>C=O)R,[-CHO],[-COO-],[-COOH],FP,MW
4-methyl-1-hexene,CC(CC=C)CC,30.6122,28.5714,13.2653,0,0,0,0,14.2857,13.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,98
4-methylcyclohexene,CC1CC=CCC1,15.625,0,0,0,43.75,13.5417,0,0,0,0,27.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,272,96
6-undecanone,CCCCCC(CCCCC)=O,17.6471,65.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4706,0,0,0,0,361,170
trans-3-octene,CC\C=C\CCCC,26.7857,50,0,0,0,0,0,0,23.2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,112
2-methyldecane,CC(C)CCCCCCCC,28.8462,62.8205,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,156
2-butanone,CC(CC)=O,41.6667,19.4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8889,0,0,0,0,266,72
isopropylmethylether,C(C)(C)OC,60.8108,0,17.5676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6216,0,0,0,0,0,0,226,74
2-ethylbutanoicacid,C(C)C(C(=O)O)CC,25.8621,24.1379,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7931,360,116
cyclohexylpropanoate,C1(CCCCC1)OC(CC)=O,9.6154,8.9744,0,0,44.8718,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2051,0,341,156
tert-butylmethylether,C(C)(C)(C)OC,68.1818,0,0,13.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818,0,0,0,0,0,0,245,88
2-isobutoxyethanol,C(C(C)C)OCCO,25.4237,35.5932,11.0169,0,0,0,0,0,0,0,0,0,0,0,0,14.4068,0,13.5593,0,0,0,0,0,0,324,118
"2,2,3,3-tetramethylhexane",CC(C)(C(CCC)(C)C)C,63.3803,19.7183,0,16.9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,142
2-tert-butylcyclohexanone,C(C)(C)(C)C1C(CCCC1)=O,29.2208,0,0,7.7922,36.3636,8.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818,0,0,0,345,154
propylbutanoate,C(CC)OC(CCC)=O,23.0769,43.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8462,0,308,130
"1,2-propanediol",C(C(C)O)O,19.7368,18.4211,17.1053,0,0,0,0,0,0,0,0,0,0,0,0,44.7368,0,0,0,0,0,0,0,0,372,76
2-methylheptane,CC(C)CCCCC,39.4737,49.1228,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,114
4-ethylheptane,C(C)C(CCC)CCC,35.1562,54.6875,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,128
cyclohexanol,C1(CCCCC1)O,0,0,0,0,70,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,336,100
neopentylbenzene,C(C(C)(C)C)C1=CC=CC=C1,30.4054,9.4595,0,8.1081,0,0,0,0,0,0,0,0,43.9189,8.1081,0,0,0,0,0,0,0,0,0,0,323,148
cyclopropylmethylketone,C1(CC1)C(=O)C,17.8571,0,0,0,33.3333,15.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333,0,0,0,0,286,84
1-butanol,C(CCC)O,20.2703,56.7568,0,0,0,0,0,0,0,0,0,0,0,0,0,22.973,0,0,0,0,0,0,0,0,307,74
tert-butylvinylether,C(C)(C)(C)OC=C,45,0,0,12,0,0,0,14,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,256,100
"trans-1,4-dimethylcyclohexane",C[C@@H]1CC[C@H](CC1)C,26.7857,0,0,0,50,23.2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,112
p-ethyltoluene,C(C)C1=CC=C(C)C=C1,25,11.6667,0,0,0,0,0,0,0,0,0,0,43.3333,20,0,0,0,0,0,0,0,0,0,0,309,120
allylpropylether,C(C=C)OCCC,15,42,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,268,100
2-methyl-3-pentanol,CC(C)C(CC)O,44.1176,13.7255,25.4902,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,319,102
3-heptanone,CCC(CCCC)=O,26.3158,49.1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,311,114
2-methyltetrahydrofuran,CC1OCCC1,17.4419,0,0,0,48.8372,15.1163,0,0,0,0,0,0,0,0,0,0,0,0,18.6047,0,0,0,0,0,261,86
diphenylether,C1(=CC=CC=C1)OC1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,76.4706,14.1176,0,0,0,9.4118,0,0,0,0,0,0,388,170
4-octanone,CCCC(CCCC)=O,23.4375,54.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,318,128
"2,2,4-trimethylhexane",CC(C)(CC(CC)C)C,58.5938,21.875,10.1562,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,128
methylhexanoate,COC(CCCCC)=O,23.0769,43.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8462,0,314,130
"1-ethyl-2,4-dimethylbenzene",C(C)C1=C(C=C(C=C1)C)C,33.5821,10.4478,0,0,0,0,0,0,0,0,0,0,29.1045,26.8657,0,0,0,0,0,0,0,0,0,0,330,134
butylacrylate,C(CCC)OC(C=C)=O,11.7188,32.8125,0,0,0,0,0,10.9375,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,34.375,0,310,128
4-methylhexanoicacid,CC(CCC(=O)O)CC,23.0769,32.3077,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6154,376,130
hexylbenzene,C(CCCCC)C1=CC=CC=C1,9.2593,43.2099,0,0,0,0,0,0,0,0,0,0,40.1235,7.4074,0,0,0,0,0,0,0,0,0,0,356,162
3-undecanone,CCC(CCCCCCCC)=O,17.6471,65.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4706,0,0,0,0,362,170
methylacrylate,COC(C=C)=O,17.4419,0,0,0,0,0,0,16.2791,15.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1628,0,270,86
cyclodecane,C1CCCCCCCCC1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,140
divinylether,C(=C)OC=C,0,0,0,0,0,0,0,40,37.1429,0,0,0,0,0,0,0,0,22.8571,0,0,0,0,0,0,226,70
3-methylanisole,CC=1C=C(C=CC1)OC,24.5902,0,0,0,0,0,0,0,0,0,0,0,42.623,19.6721,0,0,0,13.1148,0,0,0,0,0,0,325,122
"3,4-dimethylheptane",CC(CC)C(CCC)C,46.875,32.8125,20.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,128
vinylbutanoate,C(=C)OC(CCC)=O,13.1579,24.5614,0,0,0,0,0,12.2807,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5965,0,293,114
2-isopropoxyethanol,C(C)(C)OCCO,28.8462,26.9231,12.5,0,0,0,0,0,0,0,0,0,0,0,0,16.3462,0,15.3846,0,0,0,0,0,0,316,104
2-ethylcycloheptanone,C(C)C1C(CCCCC1)=O,10.7143,10,0,0,50,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,344,140
2-phenylethylpropionate,C1(=CC=CC=C1)CCOC(CC)=O,8.427,23.5955,0,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,386,178
1-nonanol,C(CCCCCCCC)O,10.4167,77.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8056,0,0,0,0,0,0,0,0,371,144
2-octanone,CC(CCCCCC)=O,23.4375,54.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,329,128
"3,7-dimethyl-6-octenal",CC(CC=O)CCC=C(C)C,29.2208,27.2727,8.4416,0,0,0,0,0,8.4416,7.7922,0,0,0,0,0,0,0,0,0,0,0,18.8312,0,0,351,154
2-methylpentanoicacid,CC(C(=O)O)CCC,25.8621,24.1379,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7931,364,116
acrylicacid,C(C=C)(=O)O,0,0,0,0,0,0,0,19.4444,18.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,327,72
2-isopropylcyclohexanone,C(C)(C)C1C(CCCC1)=O,21.4286,0,9.2857,0,40,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,338,140
diethylether,C(C)OCC,40.5405,37.8378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6216,0,0,0,0,0,0,233,74
benzylethylether,C(C1=CC=CC=C1)OCC,11.0294,20.5882,0,0,0,0,0,0,0,0,0,0,47.7941,8.8235,0,0,0,11.7647,0,0,0,0,0,0,332,136
methylcyclohexanecarboxylate,COC(=O)C1CCCCC1,10.5634,0,0,0,49.2958,9.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9859,0,333,142
"1,4-dioxane",O1CCOCC1,0,0,0,0,63.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3636,0,0,0,0,0,284,88
diallylether,C(C=C)OCC=C,0,28.5714,0,0,0,0,0,28.5714,26.5306,0,0,0,0,0,0,0,0,16.3265,0,0,0,0,0,0,266,98
3-nonanol,CCC(CCCCCC)O,20.8333,58.3333,9.0278,0,0,0,0,0,0,0,0,0,0,0,0,11.8056,0,0,0,0,0,0,0,0,352,144
1-propanol,C(CC)O,25,46.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3333,0,0,0,0,0,0,0,0,296,60
propylbenzoate,C(CC)OC(C1=CC=CC=C1)=O,9.1463,17.0732,0,0,0,0,0,0,0,0,0,0,39.6341,7.3171,0,0,0,0,0,0,0,0,26.8293,0,371,164
pentylacetate,C(CCCC)OC(C)=O,23.0769,43.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8462,0,312,130
2-pentanol,CC(CCC)O,34.0909,31.8182,14.7727,0,0,0,0,0,0,0,0,0,0,0,0,19.3182,0,0,0,0,0,0,0,0,307,88
3-methylcyclopentanone,CC1CC(CC1)=O,15.3061,0,0,0,42.8571,13.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714,0,0,0,307,98
butylbenzoate,C(CCC)OC(C1=CC=CC=C1)=O,8.427,23.5955,0,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,380,178
propionicacid,C(CC)(=O)O,20.2703,18.9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8108,331,74
3-decanol,CCC(CCCCCCC)O,18.9873,62.0253,8.2278,0,0,0,0,0,0,0,0,0,0,0,0,10.7595,0,0,0,0,0,0,0,0,372,158
cyclopentanol,C1(CCCC1)O,0,0,0,0,65.1163,15.1163,0,0,0,0,0,0,0,0,0,19.7674,0,0,0,0,0,0,0,0,324,86
2-dodecanol,CC(CCCCCCCCCC)O,16.129,67.7419,6.9892,0,0,0,0,0,0,0,0,0,0,0,0,9.1398,0,0,0,0,0,0,0,0,386,186
3-methylbutanoicacid,CC(CC(=O)O)C,29.4118,13.7255,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1176,347,102
pentylpropanoate,C(CCCC)OC(CC)=O,20.8333,48.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556,0,326,144
2-cyclopentylcyclopentanone,C1(CCCC1)C1C(CCC1)=O,0,0,0,0,64.4737,17.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4211,0,0,0,363,152
5-methyl-3-heptanone,CC(CC(CC)=O)CC,35.1562,32.8125,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,316,128
4-methyl-2-pentanone,CC(CC(C)=O)C,45,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,287,100
ethylpropanoate,C(C)OC(CC)=O,29.4118,27.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1373,0,285,102
pentanal,C(CCCC)=O,17.4419,48.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7209,0,0,281,86
isobutylbenzoate,C(C(C)C)OC(C1=CC=CC=C1)=O,16.8539,7.8652,7.3034,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,375,178
vinylpropanoate,C(=C)OC(CC)=O,15,14,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,279,100
cyclopentylmethanol,C1(CCCC1)CO,0,14,0,0,56,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,335,100
4-methyl-2-pentanol,CC(CC(C)O)C,44.1176,13.7255,25.4902,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,314,102
2-ethoxyethylacetate,C(C)OCCOC(C)=O,22.7273,31.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1212,0,0,0,0,33.3333,0,324,132
dodecanal,C(CCCCCCCCCCC)=O,8.1522,76.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7609,0,0,375,184
3-octanone,CCC(CCCCC)=O,23.4375,54.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,324,128
3-hexanol,CCC(CCC)O,29.4118,41.1765,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,318,102
octylacetate,C(CCCCCCC)OC(C)=O,17.4419,56.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5814,0,355,172
diethoxymethane,C(C)OCOCC,28.8462,40.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692,0,0,0,0,0,0,268,104
4-isopropylcyclohexanone,C(C)(C)C1CCC(CC1)=O,21.4286,0,9.2857,0,40,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,338,140
4-undecanone,CCCC(CCCCCCC)=O,17.6471,65.8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4706,0,0,0,0,365,170
3-methyl-1-pentanol,CC(CCO)CC,29.4118,41.1765,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,331,102
isobutylvinylether,C(C(C)C)OC=C,30,14,13,0,0,0,0,14,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,264,100
"1,2-hexanediol",C(C(CCCC)O)O,12.7119,47.4576,11.0169,0,0,0,0,0,0,0,0,0,0,0,0,28.8136,0,0,0,0,0,0,0,0,395,118
2-methylbutanoicacid,CC(C(=O)O)CC,29.4118,13.7255,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1176,350,102
4-propylanisole,C(CC)C1=CC=C(C=C1)OC,20,18.6667,0,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,0,10.6667,0,0,0,0,0,0,355,150
3-ethylcyclopentanone,C(C)C1CC(CC1)=O,13.3929,12.5,0,0,37.5,11.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,319,112
5-methylcyclooctanone,CC1CCCC(CCC1)=O,10.7143,0,0,0,60,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,344,140
2-methylcyclohexanone,CC1C(CCCC1)=O,13.3929,0,0,0,50,11.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,319,112
isobutylbutanoate,C(C(C)C)OC(CCC)=O,31.25,29.1667,9.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556,0,319,144
3-phenylpropylacetate,C1(=CC=CC=C1)CCCOC(C)=O,8.427,23.5955,0,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,386,178
3-methyl-2-pentanol,CC(C(C)O)CC,44.1176,13.7255,25.4902,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,314,102
undecylacetate,C(CCCCCCCCCC)OC(C)=O,14.0187,65.4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5607,0,384,214
ethylvinylether,C(C)OC=C,20.8333,19.4444,0,0,0,0,0,19.4444,18.0556,0,0,0,0,0,0,0,0,22.2222,0,0,0,0,0,0,228,72
benzaldehyde,C(C1=CC=CC=C1)=O,0,0,0,0,0,0,0,0,0,0,0,0,61.3208,11.3208,0,0,0,0,0,0,0,27.3585,0,0,335,106
5-nonanone,CCCCC(CCCC)=O,21.1268,59.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,333,142
2-methylhexanoicacid,CC(C(=O)O)CCCC,23.0769,32.3077,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6154,378,130
cyclohexylmethacrylate,C1(CCCCC1)OC(C(=C)C)=O,8.9286,0,0,0,41.6667,7.7381,0,8.3333,0,7.1429,0,0,0,0,0,0,0,0,0,0,0,0,26.1905,0,355,168
sec-butylacetate,C(C)(CC)OC(C)=O,38.7931,12.069,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,289,116
diisobutylketone,C(C(C)C)C(=O)CC(C)C,42.2535,19.7183,18.3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,322,142
"2,2-dimethylcyclopentanone",CC1(C(CCC1)=O)C,26.7857,0,0,0,37.5,0,10.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,306,112
propylacrylate,C(CC)OC(C=C)=O,13.1579,24.5614,0,0,0,0,0,12.2807,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5965,0,297,114
2-ethylhexanal,C(C)C(C=O)CCCC,23.4375,43.75,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6562,0,0,319,128
1-pentanol,C(CCCC)O,17.0455,63.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3182,0,0,0,0,0,0,0,0,322,88
3-methylcyclohexanone,CC1CC(CCC1)=O,13.3929,0,0,0,50,11.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,321,112
undecanal,C(CCCCCCCCCC)=O,8.8235,74.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0588,0,0,368,170
isopropylacetate,C(C)(C)OC(C)=O,44.1176,0,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1373,0,275,102
3-hexanone,CCC(CCC)=O,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,296,100
2-ethyl-1-butanol,C(C)C(CO)CC,29.4118,41.1765,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,330,102
3-methylheptane,CC(CC)CCCC,39.4737,49.1228,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,114
4-methylheptane,CC(CCC)CCC,39.4737,49.1228,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,114
2-decanone,CC(CCCCCCCC)=O,19.2308,62.8205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9487,0,0,0,0,358,156
dibutylether,C(CCC)OCCCC,23.0769,64.6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3077,0,0,0,0,0,0,298,130
pentylbenzene,C(CCCC)C1=CC=CC=C1,10.1351,37.8378,0,0,0,0,0,0,0,0,0,0,43.9189,8.1081,0,0,0,0,0,0,0,0,0,0,339,148
3-nonanone,CCC(CCCCCC)=O,21.1268,59.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,336,142
3-heptanol,CCC(CCCC)O,25.8621,48.2759,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,14.6552,0,0,0,0,0,0,0,0,328,116
2-heptanone,CC(CCCCC)=O,26.3158,49.1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,312,114
ethylbutanoate,C(C)OC(CCC)=O,25.8621,36.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,293,116
decanal,C(CCCCCCCCC)=O,9.6154,71.7949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5897,0,0,356,156
benzylbutanoate,C(C1=CC=CC=C1)OC(CCC)=O,8.427,23.5955,0,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,380,178
isopentylformate,C(CC(C)C)OC=O,25.8621,24.1379,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7931,0,0,0,25,0,0,295,116
2-butylcyclopentanone,C(CCC)C1C(CCC1)=O,10.7143,30,0,0,30,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,341,140
cyclohexylacrylate,C1(CCCCC1)OC(C=C)=O,0,0,0,0,45.4545,8.4416,0,9.0909,8.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714,0,341,154
tert-butylacetate,C(C)(C)(C)OC(C)=O,51.7241,0,0,10.3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,277,116
1-ethyl-3-isopropylbenzene,C(C)C1=CC(=CC=C1)C(C)C,30.4054,9.4595,8.7838,0,0,0,0,0,0,0,0,0,35.1351,16.2162,0,0,0,0,0,0,0,0,0,0,336,148
isobutylacetate,C(C(C)C)OC(C)=O,38.7931,12.069,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,291,116
"2,5-dimethoxy-2,5-dihydrofuran",COC1OC(C=C1)OC,23.0769,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,24.6154,12.3077,0,0,0,0,0,320,130
"2,3,4,5-tetramethylhexane",CC(C)C(C(C(C)C)C)C,63.3803,0,36.6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,142
heptylacetate,C(CCCCCC)OC(C)=O,18.9873,53.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8481,0,340,158
"3-ethyl-2,3-dimethylpentane",C(C)C(C(C)C)(CC)C,58.5938,21.875,10.1562,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,128
2-phenyl-2-methylbutane,C1(=CC=CC=C1)C(C)(CC)C,30.4054,9.4595,0,8.1081,0,0,0,0,0,0,0,0,43.9189,8.1081,0,0,0,0,0,0,0,0,0,0,332,148
allylpropanoate,C(C=C)OC(CC)=O,13.1579,24.5614,0,0,0,0,0,12.2807,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5965,0,298,114
7-methyl-1-octene,CC(CCCCC=C)C,23.8095,44.4444,10.3175,0,0,0,0,11.1111,10.3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,126
3-pentanone,CCC(CC)=O,34.8837,32.5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5581,0,0,0,0,280,86
vinylcyclohexane,C(=C)C1CCCCC1,0,0,0,0,63.6364,11.8182,0,12.7273,11.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,110
2-methyl-1-butene,CC(=C)CC,42.8571,20,0,0,0,0,0,20,0,17.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,70
m-isopropyltoluene,C(C)(C)C=1C=C(C)C=CC1,33.5821,0,9.7015,0,0,0,0,0,0,0,0,0,38.806,17.9104,0,0,0,0,0,0,0,0,0,0,320,134
4-propylcyclohexanone,C(CC)C1CCC(CC1)=O,10.7143,20,0,0,40,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,359,140
2-tert-butylphenol,C(C)(C)(C)C1=C(C=CC=C1)O,30,0,0,8,0,0,0,0,0,0,0,0,34.6667,16,0,0,11.3333,0,0,0,0,0,0,0,375,150
trans-2-pentene,C\C=C\CC,42.8571,20,0,0,0,0,0,0,37.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,70
1-decanol,C(CCCCCCCCC)O,9.4937,79.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7595,0,0,0,0,0,0,0,0,381,158
isopropylformate,C(C)(C)OC=O,34.0909,0,14.7727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818,0,0,0,32.9545,0,0,259,88
4-nonanone,CCCC(CCCCC)=O,21.1268,59.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,335,142
isobutyl2-methylpropanoate,C(C(C)C)OC(C(C)C)=O,41.6667,9.7222,18.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556,0,311,144
isobutylmethylether,C(C(C)C)OC,51.1364,15.9091,14.7727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818,0,0,0,0,0,0,244,88
2-cyclohexen-1-one,C1(C=CCCC1)=O,0,0,0,0,43.75,0,0,0,0,0,27.0833,0,0,0,0,0,0,0,0,0,29.1667,0,0,0,329,96
"2,4-dimethylphenol",CC1=C(C=CC(=C1)C)O,24.5902,0,0,0,0,0,0,0,0,0,0,0,31.9672,29.5082,0,0,13.9344,0,0,0,0,0,0,0,367,122
2-ethylbutanal,C(C)C(C=O)CC,30,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,294,100
1-phenyl-2-butanone,C1(=CC=CC=C1)CC(CC)=O,10.1351,18.9189,0,0,0,0,0,0,0,0,0,0,43.9189,8.1081,0,0,0,0,0,18.9189,0,0,0,0,364,148
tert-butylalcohol,C(C)(C)(C)O,60.8108,0,0,16.2162,0,0,0,0,0,0,0,0,0,0,0,22.973,0,0,0,0,0,0,0,0,284,74
allylphenylether,C(C=C)OC1=CC=CC=C1,0,10.4478,0,0,0,0,0,10.4478,9.7015,0,0,0,48.5075,8.9552,0,0,0,11.9403,0,0,0,0,0,0,336,134
butanoicacid,C(CCC)(=O)O,17.0455,31.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1364,342,88
cyclohexeneoxide,C12C(CCCC1)O2,0,0,0,0,57.1429,26.5306,0,0,0,0,0,0,0,0,0,0,0,0,16.3265,0,0,0,0,0,297,98
