compound name,smiles,[-CH3],[-CH2-],[>CH-],[>C<],(-CH2-)R,(>CH-)R,(>C<)R,[=CH2],[=CH-],[=C<],(=CH-)R,(=C<)R,aCHa,saCa,aaCa,[-OH](alcohol),[-OH](phenol),[-O-],(-O-)R,[>C=O],(>C=O)R,[-CHO],[-COO-],[-COOH],FP,MW
"2,3-dimethylbutan-2-ol",CC(C)C(C)(C)O,58.8235,0,12.7451,11.7647,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,302.55,102
"Formic acid, 2-methylpropyl ester",CC(C)COC=O,29.4118,13.7255,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6863,0,0,0,28.4314,0,0,283.15,102
ethyl 2-ethyl-3-oxobutanoate,CCOC(=O)C(CC)C(C)=O,28.481,17.7215,8.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7215,0,0,27.8481,0,348.85,158
"1-Propene, 1-ethoxy- (9CI)",CC=COCC,34.8837,16.2791,0,0,0,0,0,0,30.2326,0,0,0,0,0,0,0,0,18.6047,0,0,0,0,0,0,254.25,86
ethyl 2-ethoxyacetate,CCOCC(=O)OCC,22.7273,31.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1212,0,0,0,0,33.3333,0,321.45,132
"Propanoic acid, 2-methyl-, hexyl ester",CCCCCCOC(=O)C(C)C,26.1628,40.6977,7.5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5814,0,346.45,172
"Benzene, ethoxy-",CCOc1ccccc1,12.2951,11.4754,0,0,0,0,0,0,0,0,0,0,53.2787,9.8361,0,0,0,13.1148,0,0,0,0,0,0,328.15,122
"Benzene, 1-ethenyl-4-methoxy- (9CI)",C=Cc1ccc(OC)cc1,11.194,0,0,0,0,0,0,10.4478,9.7015,0,0,0,38.806,17.9104,0,0,0,11.9403,0,0,0,0,0,0,350.865,134
"Hexa-1,5-dien-3-ol",C=CCC(O)C=C,0,14.2857,13.2653,0,0,0,0,28.5714,26.5306,0,0,0,0,0,0,17.3469,0,0,0,0,0,0,0,0,302.55,98
"1,3-Butanediol, 2,2-dimethyl-",CC(O)C(C)(C)CO,38.1356,11.8644,11.0169,10.1695,0,0,0,0,0,0,0,0,0,0,0,28.8136,0,0,0,0,0,0,0,0,360.75,118
"Ethene, 1,1'-(oxybis(2,1-ethanediyloxy))bis-",C=COCCOCCOC=C,0,35.443,0,0,0,0,0,17.7215,16.4557,0,0,0,0,0,0,0,0,30.3797,0,0,0,0,0,0,335.35,158
"2,2-dimethylpentanoic acid",CCCC(C)(C)C(=O)O,34.6154,21.5385,0,9.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6154,365.15,130
dibutan-2-yl butanedioate,CCC(C)OC(=O)CCC(=O)OC(C)CC,26.087,24.3478,11.3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2609,0,382.95,230
"3,3-dimethylbutanoic acid",CC(C)(C)CC(=O)O,38.7931,12.069,0,10.3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7931,353.75,116
"(1S,3R,5S)-2-methylidene-5-propan-2-ylbicyclo[3.1.0]hexan-3-ol",C=C1[C@H]2C[C@@]2(C(C)C)C[C@H]1O,19.7368,0,8.5526,0,18.4211,17.1053,7.8947,9.2105,0,0,0,7.8947,0,0,0,11.1842,0,0,0,0,0,0,0,0,356.85,152
tertButylFormate,CC(C)(C)OC=O,44.1176,0,0,11.7647,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6863,0,0,0,28.4314,0,0,264,102
Heptanedioic acid,O=C(O)CCCCCC(=O)O,0,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,455.05,160
1-cyclobutylethanone,CC(=O)C1CCC1,15.3061,0,0,0,42.8571,13.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714,0,0,0,0,305.45,98
Cyclohexanecarboxylic acid,O=C(O)C1CCCCC1,0,0,0,0,54.6875,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1562,380.15,128
"Oxirane, ((2-methylphenoxy)methyl)-",Cc1ccccc1OCC1CO1,9.1463,8.5366,0,0,8.5366,7.9268,0,0,0,0,0,0,31.7073,14.6341,0,0,0,9.7561,9.7561,0,0,0,0,0,372.25,164
"Ether, decyl methyl",CCCCCCCCCCOC,17.4419,73.2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3023,0,0,0,0,0,0,346.05,172
"Ethanol, 2-(2-(2-methylpropoxy)ethoxy)-",CC(C)COCCOCCO,18.5185,43.2099,8.0247,0,0,0,0,0,0,0,0,0,0,0,0,10.4938,0,19.7531,0,0,0,0,0,0,365.95,162
"5-Hepten-2-one, 6-methyl-",CC(=O)CCC=C(C)C,35.7143,22.2222,0,0,0,0,0,0,10.3175,9.5238,0,0,0,0,0,0,0,0,0,22.2222,0,0,0,0,323.15,126
"3-Buten-1-ol, 3-methyl-",C=C(C)CCO,17.4419,32.5581,0,0,0,0,0,16.2791,0,13.9535,0,0,0,0,0,19.7674,0,0,0,0,0,0,0,0,313.25,86
"Butanoic acid, 2-propenyl ester",C=CCOC(=O)CCC,11.7188,32.8125,0,0,0,0,0,10.9375,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,34.375,0,314.85,128
7H-Benz(de)anthracen-7-one,O=C1c2ccccc2-c2cccc3cccc1c23,0,0,0,0,0,0,0,0,0,0,0,0,56.5217,20.8696,10.4348,0,0,0,0,0,12.1739,0,0,0,469.25,230
"2,4,4-trimethylcyclohexan-1-one",CC1CC(C)(C)CCC1=O,32.1429,0,0,0,30,9.2857,8.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,331.65,140
"1-Heptanone, 1-phenyl-",CCCCCCC(=O)c1ccccc1,7.8947,36.8421,0,0,0,0,0,0,0,0,0,0,34.2105,6.3158,0,0,0,0,0,14.7368,0,0,0,0,384.35,190
propan-2-yl 2-hydroxypropanoate,CC(C)OC(=O)C(C)O,34.0909,0,19.697,0,0,0,0,0,0,0,0,0,0,0,0,12.8788,0,0,0,0,0,0,33.3333,0,330.35,132
"2-Butenoic acid, 3-methyl-, ethyl ester",CCOC(=O)C=C(C)C,35.1562,10.9375,0,0,0,0,0,0,10.1562,9.375,0,0,0,0,0,0,0,0,0,0,0,0,34.375,0,307.05,128
ethyl 2-acetylhexanoate,CCCCC(C(C)=O)C(=O)OCC,24.1935,30.1075,6.9892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0538,0,0,23.6559,0,362.25,186
(E)-hept-2-enal,CCCC/C=C/C=O,13.3929,37.5,0,0,0,0,0,0,23.2143,0,0,0,0,0,0,0,0,0,0,0,0,25.8929,0,0,326.85,112
(Z)-2-methylbut-2-enoic acid,C/C=C(/C)C(=O)O,30,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,45,369.05,100
"2-Propenoic acid, cyclohexyl ester",C=CC(=O)OC1CCCCC1,0,0,0,0,45.4545,8.4416,0,9.0909,8.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714,0,344.45,154
"Butanedioic acid, dicyclohexyl ester (9CI)",O=C(CCC(=O)OC1CCCCC1)OC1CCCCC1,0,9.9291,0,0,49.6454,9.2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2057,0,455.35,282
"Methanone, (2-hydroxy-4-methoxyphenyl)phenyl-",COc1ccc(C(=O)c2ccccc2)c(O)c1,6.5789,0,0,0,0,0,0,0,0,0,0,0,45.614,21.0526,0,0,7.4561,7.0175,0,12.2807,0,0,0,0,413.65,228
"3-Buten-2-one, 4-(3,4-(methylenedioxy)phenyl)- (6CI,7CI,8CI)",CC(=O)C=Cc1ccc2c(c1)OCO2,7.8947,0,0,0,7.3684,0,0,0,13.6842,0,0,0,20.5263,18.9474,0,0,0,0,16.8421,14.7368,0,0,0,0,420.75,190
"Cyclohexanone, 4-methyl-",CC1CCC(=O)CC1,13.3929,0,0,0,50,11.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,319.05,112
"2-Vinyl-1,3-dioxolane",C=CC1OCCO1,0,0,0,0,28,13,0,14,13,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,294.15,100
1-ethyl-4-methoxybenzene,CCc1ccc(OC)cc1,22.0588,10.2941,0,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,0,0,11.7647,0,0,0,0,0,0,341.65,136
"2,2-dimethylpropanal",CC(C)(C)C=O,52.3256,0,0,13.9535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7209,0,0,258.15,86
2-(2-acetyloxyethoxy)ethyl acetate,CC(=O)OCCOCCOC(C)=O,15.7895,29.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4211,0,0,0,0,46.3158,0,383.15,190
"1,6-Octadien-3-ol, 3,7-dimethyl-, formate",C=CC(C)(CCC=C(C)C)OC=O,24.7253,15.3846,0,6.5934,0,0,0,7.6923,14.2857,6.5934,0,0,0,0,0,0,0,8.7912,0,0,0,15.9341,0,0,358.75,182
"2,6,8-trimethylnonan-4-one",CC(C)CC(=O)CC(C)CC(C)C,40.7609,22.8261,21.1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2174,0,0,0,0,336.25,184
1-phenylbutan-2-one,CCC(=O)Cc1ccccc1,10.1351,18.9189,0,0,0,0,0,0,0,0,0,0,43.9189,8.1081,0,0,0,0,0,18.9189,0,0,0,0,363.75,148
"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, (1S,2R,4S)-",CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,29.2208,0,0,0,27.2727,16.8831,15.5844,0,0,0,0,0,0,0,0,11.039,0,0,0,0,0,0,0,0,338.15,154
hexyl hexanoate,CCCCCCOC(=O)CCCCC,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,372.55,200
3-methyl-4-propan-2-ylphenol,Cc1cc(O)ccc1C(C)C,30,0,8.6667,0,0,0,0,0,0,0,0,0,26,24,0,0,11.3333,0,0,0,0,0,0,0,377.25,150
"Benzoic acid, 2-hydroxy-, phenyl ester",O=C(Oc1ccccc1)c1ccccc1O,0,0,0,0,0,0,0,0,0,0,0,0,54.6729,16.8224,0,0,7.9439,0,0,0,0,0,20.5607,0,410.45,214
3-methylcyclohex-3-en-1-one,CC1=CCCC(=O)C1,13.6364,0,0,0,38.1818,0,0,0,0,0,11.8182,10.9091,0,0,0,0,0,0,0,0,25.4545,0,0,0,328.65,110
"1-methoxy-2,4-dimethylbenzene",COc1ccc(C)cc1C,33.0882,0,0,0,0,0,0,0,0,0,0,0,28.6765,26.4706,0,0,0,11.7647,0,0,0,0,0,0,338.25,136
(Z)-hex-2-en-1-ol,CCC/C=C\CO,15,42,0,0,0,0,0,0,26,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,334.85,100
"Benzoic acid, 2-hydroxy-3-methyl-",Cc1cccc(C(=O)O)c1O,9.8684,0,0,0,0,0,0,0,0,0,0,0,25.6579,23.6842,0,0,11.1842,0,0,0,0,0,0,29.6053,418.55,152
"2,6-Octadien-1-ol, 3,7-dimethyl-, acetate, (2Z)-",CC(=O)OC/C=C(/C)CCC=C(C)C,30.6122,21.4286,0,0,0,0,0,0,13.2653,12.2449,0,0,0,0,0,0,0,0,0,0,0,0,22.449,0,372.05,196
2-Cyclohexen-1-one,O=C1C=CCCC1,0,0,0,0,43.75,0,0,0,0,0,27.0833,0,0,0,0,0,0,0,0,0,29.1667,0,0,0,328.85,96
11H-Benzo(a)fluoren-11-one,O=C1c2ccccc2-c2ccc3ccccc3c21,0,0,0,0,0,0,0,0,0,0,0,0,56.5217,20.8696,10.4348,0,0,0,0,0,12.1739,0,0,0,467.05,230
4-methyloctan-4-ol,CCCCC(C)(O)CCC,31.25,48.6111,0,8.3333,0,0,0,0,0,0,0,0,0,0,0,11.8056,0,0,0,0,0,0,0,0,344.25,144
"3a,7a-Epoxy-1H-indene, 2,3-dihydro-",C1=CC23CCCC2(C=C1)O3,0,0,0,0,31.3433,0,17.9104,0,0,0,38.806,0,0,0,0,0,0,0,11.9403,0,0,0,0,0,361.75,134
"Acetic acid, 2-oxo-",O=CC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1892,0,60.8108,377.05,74
"[(1S,2R,5S)-5-methyl-2-propan-2-ylcyclohexyl] acetate",CC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,30.303,0,6.5657,0,21.2121,19.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2222,0,360.15,198
"Pregna-1,4-diene-3,20-dione, 11beta,17,21-trihydroxy- (8CI)",C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,8.3333,3.8889,0,0,19.4444,14.4444,10,0,0,0,10.8333,3.3333,0,0,0,14.1667,0,0,0,7.7778,7.7778,0,0,0,586.15,360
"(3,5-dimethylphenyl)methanol",Cc1cc(C)cc(CO)c1,22.0588,10.2941,0,0,0,0,0,0,0,0,0,0,28.6765,26.4706,0,12.5,0,0,0,0,0,0,0,0,379.85,136
"5H-Dibenzo(a,d)cyclohepten-5-one, 10,11-dihydro-",O=C1c2ccccc2CCc2ccccc21,0,0,0,0,13.4615,0,0,0,0,0,0,0,50,23.0769,0,0,0,0,0,0,13.4615,0,0,0,431.45,208
1-hydroperoxyethylbenzene,CC(OO)c1ccccc1,10.8696,0,9.4203,0,0,0,0,0,0,0,0,0,47.1014,8.6957,0,12.3188,0,11.5942,0,0,0,0,0,0,377.85,138
"dimethyl cyclohexane-1,4-dicarboxylate",COC(=O)C1CCC(C(=O)OC)CC1,15,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,367.15,200
"5-Heptenal, 2,6-dimethyl-",CC(C)=CCCC(C)C=O,32.1429,20,9.2857,0,0,0,0,0,9.2857,8.5714,0,0,0,0,0,0,0,0,0,0,0,20.7143,0,0,333.75,140
methyl 3-hydroxypropanoate,COC(=O)CCO,14.4231,26.9231,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3462,0,0,0,0,0,0,42.3077,0,345.75,104
"2-Penten-1-ol, 2-methyl-",CCC=C(C)CO,30,28,0,0,0,0,0,0,13,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,333.95,100
"2,2-dimethylcyclohexan-1-one",CC1(C)CCCCC1=O,23.8095,0,0,0,44.4444,0,9.5238,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2222,0,0,0,323.25,126
2oxolan2yloxolane,C1COC(C2CCCO2)C1,0,0,0,0,59.1549,18.3099,0,0,0,0,0,0,0,0,0,0,0,0,22.5352,0,0,0,0,0,362.15,142
2naphthol,Oc1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,0,0,0,63.1944,8.3333,16.6667,0,11.8056,0,0,0,0,0,0,0,426.15,144
"7-Octen-1-ol, 3,7-dimethyl-, propanoate",C=C(C)CCCC(C)CCOC(=O)CC,21.2264,39.6226,6.1321,0,0,0,0,6.6038,0,5.6604,0,0,0,0,0,0,0,0,0,0,0,0,20.7547,0,362.65,212
diethyl 2-(3-methylbutyl)propanedioate,CCOC(=O)C(CCC(C)C)C(=O)OCC,26.087,24.3478,11.3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2609,0,382.95,230
"Peroxide, dibenzoyl",O=C(OOC(=O)c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,53.719,9.9174,0,0,0,0,0,0,0,0,36.3636,0,427.389,242
3-methylhexan-2-one,CCCC(C)C(C)=O,39.4737,24.5614,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,304.15,114
"Butanoic acid, 2-methyl-, methyl ester",CCC(C)C(=O)OC,38.7931,12.069,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,292.55,116
"Bicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, dimethyl ester (9CI)",COC(=O)C1C2C=CC(C2)C1C(=O)OC,14.2857,0,0,0,6.6667,24.7619,0,0,0,0,12.381,0,0,0,0,0,0,0,0,0,0,0,41.9048,0,402.55,210
3-ethyl-3-methylpentanedioic acid,CCC(C)(CC(=O)O)CC(=O)O,17.2414,24.1379,0,6.8966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7241,430.45,174
4-(2-hydroxypropan-2-yl)-1-methylcyclohexan-1-ol,CC1(O)CCC(C(C)(C)O)CC1,26.1628,0,0,6.9767,32.5581,7.5581,6.9767,0,0,0,0,0,0,0,0,19.7674,0,0,0,0,0,0,0,0,392.15,172
"2-Pentanol, 4-methyl-, acetate",CC(=O)OC(C)CC(C)C,41.6667,9.7222,18.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556,0,318.15,144
ethyl 2-hydroxyacetate,CCOC(=O)CO,14.4231,26.9231,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3462,0,0,0,0,0,0,42.3077,0,334.85,104
cyclopentanecarbaldehyde,O=CC1CCCC1,0,0,0,0,57.1429,13.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5918,0,0,309.15,98
"1-Propanol, 3-methoxy-",COCCCO,16.6667,46.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8889,0,17.7778,0,0,0,0,0,0,325.95,90
"2H-Pyran-2-methanol, tetrahydro-",OCC1CCCCO1,0,12.069,0,0,48.2759,11.2069,0,0,0,0,0,0,0,0,0,14.6552,0,0,13.7931,0,0,0,0,0,366.45,116
"2-Penten-1-ol, (2Z)-",CC/C=C\CO,17.4419,32.5581,0,0,0,0,0,0,30.2326,0,0,0,0,0,0,19.7674,0,0,0,0,0,0,0,0,323.75,86
"1,2-Cyclohexanedione",O=C1CCCCC1=O,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,357.15,112
2-(2-methylphenyl)ethanol,Cc1ccccc1CCO,11.0294,20.5882,0,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,12.5,0,0,0,0,0,0,0,0,381.45,136
cyclohexyl benzoate,O=C(OC1CCCCC1)c1ccccc1,0,0,0,0,34.3137,6.3725,0,0,0,0,0,0,31.8627,5.8824,0,0,0,0,0,0,0,0,21.5686,0,405.85,204
2-(2-hydroxyphenyl)acetic acid,O=C(O)Cc1ccccc1O,0,9.2105,0,0,0,0,0,0,0,0,0,0,34.2105,15.7895,0,0,11.1842,0,0,0,0,0,0,29.6053,435.75,152
"p-Cresol, 2,2'-methylenebis(6-tert-butyl- (8CI)",Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,35.2941,4.1176,0,7.0588,0,0,0,0,0,0,0,0,15.2941,28.2353,0,0,10,0,0,0,0,0,0,0,454.35,340
"Butyric acid, 2-methyl- (6CI,8CI)",CCC(C)C(=O)O,29.4118,13.7255,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1176,346.55,102
"2,4-ditert-butyl-6-methylphenol",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,47.7273,0,0,10.9091,0,0,0,0,0,0,0,0,11.8182,21.8182,0,0,7.7273,0,0,0,0,0,0,0,396.15,220
"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethoxyethyl ester",CCOCCOC(=O)C=Cc1ccc(OC)cc1,12,16.8,0,0,0,0,0,0,10.4,0,0,0,20.8,9.6,0,0,0,12.8,0,0,0,0,17.6,0,437.95,250
"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, acetate, (1R,2R,4R)-rel-",CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,30.6122,0,0,0,21.4286,13.2653,12.2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.449,0,360.95,196
ethyl 2-acetyl-3-oxobutanoate,CCOC(=O)C(C(C)=O)C(C)=O,26.1628,8.1395,7.5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5581,0,0,25.5814,0,358.15,172
"1-methoxy-2,3-dimethylbenzene",COc1cccc(C)c1C,33.0882,0,0,0,0,0,0,0,0,0,0,0,28.6765,26.4706,0,0,0,11.7647,0,0,0,0,0,0,342.95,136
"1,2-Ethanedione, 1,2-diphenyl-",O=C(C(=O)c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,61.9048,11.4286,0,0,0,0,0,26.6667,0,0,0,0,415.75,210
"1,3-Butanedione, 1-phenyl-",CC(=O)CC(=O)c1ccccc1,9.2593,8.642,0,0,0,0,0,0,0,0,0,0,40.1235,7.4074,0,0,0,0,0,34.5679,0,0,0,0,370.05,162
6-hydroxyhexanoic acid,O=C(O)CCCCCO,0,53.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8788,0,0,0,0,0,0,0,34.0909,406.05,132
"2,3-dimethylbutanoic acid",CC(C)C(C)C(=O)O,38.7931,0,22.4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7931,356.55,116
"1,1,1-triethoxypropane",CCOC(CC)(OCC)OCC,34.0909,31.8182,0,6.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2727,0,0,0,0,0,0,333.15,176
2-cyclopentylethanol,OCCC1CCCC1,0,24.5614,0,0,49.1228,11.4035,0,0,0,0,0,0,0,0,0,14.9123,0,0,0,0,0,0,0,0,343.55,114
"9,10-Anthracenedione, 1,5-dihydroxy-",O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,0,0,0,0,0,0,0,0,0,0,0,0,32.5,30,0,0,14.1667,0,0,0,23.3333,0,0,0,514.85,240
"Methanone, diphenyl-",O=C(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,71.4286,13.1868,0,0,0,0,0,15.3846,0,0,0,0,396.85,182
5-methylhexan-3-one,CCC(=O)CC(C)C,39.4737,24.5614,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,304.15,114
dipropyl (E)-but-2-enedioate,CCCOC(=O)/C=C/C(=O)OCCC,15,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,392.75,200
"(1,1'-Biphenyl)-4-ol",Oc1ccc(-c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,68.8235,21.1765,0,0,10,0,0,0,0,0,0,0,420.35,170
"4-methyl-1,3-dioxane",CC1CCOCO1,14.7059,0,0,0,41.1765,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,31.3725,0,0,0,0,0,295.35,102
"Acetic acid, decyl ester",CCCCCCCCCCOC(C)=O,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,374.45,200
1-cyclopropylethanone,CC(=O)C1CC1,17.8571,0,0,0,33.3333,15.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333,0,0,0,0,294.25,84
"(3,4-dimethoxyphenyl)methanol",COc1ccc(CO)cc1OC,17.8571,8.3333,0,0,0,0,0,0,0,0,0,0,23.2143,21.4286,0,10.119,0,19.0476,0,0,0,0,0,0,394.85,168
"Oxirane, 2,2'-(1,4-butanediyl)bis- (9CI)",C(CCC1CO1)CC1CO1,0,39.4366,0,0,19.7183,18.3099,0,0,0,0,0,0,0,0,0,0,0,0,22.5352,0,0,0,0,0,370.95,142
"Acetic acid, phenyl-, p-tolyl ester (6CI,7CI,8CI)",Cc1ccc(OC(=O)Cc2ccccc2)cc1,6.6372,6.1947,0,0,0,0,0,0,0,0,0,0,51.7699,15.9292,0,0,0,0,0,0,0,0,19.469,0,395.45,226
o-Tolualdehyde (8CI),Cc1ccccc1C=O,12.5,0,0,0,0,0,0,0,0,0,0,0,43.3333,20,0,0,0,0,0,0,0,24.1667,0,0,352.65,120
"4,7-Methano-1H-inden-6-ol, 3a,4,5,6,7,7a-hexahydro-",OC1CC2CC1C1CC=CC21,0,0,0,0,28,43.3333,0,0,0,0,17.3333,0,0,0,0,11.3333,0,0,0,0,0,0,0,0,363.35,150
2-methylhexanal,CCCCC(C)C=O,26.3158,36.8421,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4386,0,0,305.75,114
"3,3-dimethoxyprop-1-ene",C=CC(OC)OC,29.4118,0,12.7451,0,0,0,0,13.7255,12.7451,0,0,0,0,0,0,0,0,31.3725,0,0,0,0,0,0,270.35,102
"2,2-dimethylpentan-3-one",CCC(=O)C(C)(C)C,52.6316,12.2807,0,10.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,295.55,114
"Benzenemethanol, 4-(acetyloxy)-",CC(=O)Oc1ccc(CO)cc1,9.0361,8.4337,0,0,0,0,0,0,0,0,0,0,31.3253,14.4578,0,10.241,0,0,0,0,0,0,26.506,0,399.25,166
"2,2,3-trimethylhexan-3-ol",CCCC(C)(O)C(C)(C)C,52.0833,19.4444,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,11.8056,0,0,0,0,0,0,0,0,331.05,144
"Undecanal, 2-methyl-",CCCCCCCCCC(C)C=O,16.3043,60.8696,7.0652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7609,0,0,366.45,184
"1-Butanol, 2,2-dimethyl-",CCC(C)(C)CO,44.1176,27.451,0,11.7647,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,310.55,102
4-methyl-2-propan-2-ylphenol,Cc1ccc(O)c(C(C)C)c1,30,0,8.6667,0,0,0,0,0,0,0,0,0,26,24,0,0,11.3333,0,0,0,0,0,0,0,371.25,150
"Pentanoic acid, 2-methyl-",CCCC(C)C(=O)O,25.8621,24.1379,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7931,364.15,116
"Propane, 1,2-epoxy-3-((alpha-phenyl-p-tolyl)oxy)- (7CI,8CI)",c1ccc(Cc2ccc(OCC3CO3)cc2)cc1,0,11.6667,0,0,5.8333,5.4167,0,0,0,0,0,0,48.75,15,0,0,0,6.6667,6.6667,0,0,0,0,0,424.55,240
"2-Propenoic acid, 3-(3-hydroxy-4-methoxyphenyl)-",COc1ccc(C=CC(=O)O)cc1O,7.732,0,0,0,0,0,0,0,13.4021,0,0,0,20.1031,18.5567,0,0,8.7629,8.2474,0,0,0,0,0,23.1959,440.75,194
5-Hexen-2-one,C=CCCC(C)=O,15.3061,28.5714,0,0,0,0,0,14.2857,13.2653,0,0,0,0,0,0,0,0,0,0,28.5714,0,0,0,0,297.05,98
"2,4,5-trimethoxybenzoic acid",COc1cc(OC)c(C(=O)O)cc1OC,21.2264,0,0,0,0,0,0,0,0,0,0,0,12.2642,22.6415,0,0,0,22.6415,0,0,0,0,0,21.2264,407.15,212
"Ethanone, 1-(3,3-dimethyloxiranyl)- (9CI)",CC(=O)C1OC1(C)C,39.4737,0,0,0,0,11.4035,10.5263,0,0,0,0,0,0,0,0,0,0,0,14.0351,24.5614,0,0,0,0,308.45,114
